"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-11",,,"0.00",,,,"80","65",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-12",,,"0.00",,,,"78","64",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-13",,,"0.68",,,,"80","61",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-14",,,"0.01",,,,"77","61",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-15",,,"0.00",,,,"80","60",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-16",,,"0.14",,,,"80","63",,"    1",,"    1",,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-17",,,"0.16",,,,"83","60",,"    1",,"    1",,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-18",,,"1.44",,,,"75","57",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-19",,,"0.00",,,,"81","53",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-20",,,"0.44",,,,"82","64",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-21",,,"0.00",,,,"77","57",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-22",,,"0.00",,,,"74","56",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-23",,,"0.00",,,,"77","52",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-24",,,"0.00",,,,"74","62",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-25",,,"0.03",,,,"74","62",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-26",,,"0.87",,,,"71","63",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-27",,,"0.03",,,,"72","59",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-28",,,"0.00",,,,"72","55",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-29",,,"0.00",,,,"74","55",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-30",,,"0.00",,,,"74","50",,,,,,,,,
"USW00094960","MINNEAPOLIS CRYSTAL AIRPORT, MN US","2019-08-31",,,"0.00",,,,"72","54",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-01",,,"0.00",,,,"86","61",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-02",,,"0.00",,,,"86","65",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-03",,,"0.08",,,,"87","69",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-04",,,"0.00",,,,"88","66",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-05",,,"0.01",,,,"86","68",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-06",,,"0.00",,,,"86","63",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-07",,,"0.00",,,,"88","66",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-08",,,"0.00",,,,"78","57",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-09",,,"0.00",,,,"80","55",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-10",,,"0.83",,,,"74","64",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-11",,,"0.00",,,,"80","65",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-12",,,"0.01",,,,"79","64",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-13",,,"0.59",,,,"83","60",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-14",,,"0.02",,,,"77","62",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-15",,,"0.21",,,,"80","60",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-16",,,"0.68",,,,"80","63",,"    1",,"    1",,,,"    1",
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-17",,,"0.00",,,,"82","60",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-18",,,"1.37",,,,"75","57",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-19",,,"0.00",,,,"81","54",,"    1",,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-20",,,"0.35",,,,"81","62",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-21",,,"0.00",,,,"76","59",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-22",,,"0.00",,,,"74","57",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-23",,,"0.00",,,,"76","56",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-24",,,"0.00",,,,"74","61",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-25",,,"0.03",,,,"74","61",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-26",,,"0.81",,,,"70","62",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-27",,,"0.00",,,,"71","57",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-28",,,"0.00",,,,"72","56",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-29",,,"0.00",,,,"75","56",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-30",,,"0.00",,,,"73","51",,,,,,,,,
"USW00014927","ST. PAUL DOWNTOWN AIRPORT, MN US","2019-08-31",,,"0.00",,,,"74","56",,,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-01",,,"0.00","0.0",,,"90","60","63",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-02",,,"0.00","0.0",,,"84","63","68",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-03",,,"0.00","0.0",,,"85","68","72",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-04",,,"0.34","0.0",,,"85","68","70",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-05",,,"0.00","0.0",,,"86","69","71",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-06",,,"0.23","0.0",,,"85","68","68",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-07",,,"0.00","0.0",,,"85","68","69",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-08",,,"0.00","0.0",,,"84","61","61",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-09",,,"0.00","0.0",,,"77","60","62",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-10",,,"0.00","0.0",,,"78","62","68",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-11",,,"0.60","0.0",,,"71","63","66",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-12",,,"0.00","0.0",,,"79","64","67",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-13",,,"0.00","0.0",,,"78","62","63",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-14",,,"0.53","0.0",,,"81","61","62",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-15",,,"0.00","0.0",,,"76","62","65",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-16",,,"0.61","0.0",,,"80","63","63",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-17",,,"0.00","0.0",,,"79","63","64",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-18",,,"2.23","0.0",,,"82","63","65",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-19",,,"0.00","0.0",,,"73","57","58",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-20",,,"0.00","0.0",,,"79","56","65",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-21",,,"1.00","0.0",,,"81","61","62",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-22",,,"0.00","0.0",,,"75","60","61",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-23",,,"0.00","0.0",,,"73","57","57",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-24",,,"0.00","0.0",,,"75","57","62",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-25",,,"0.00","0.0",,,"73","62","63",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-26",,,"0.04","0.0",,,"75","62","64",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-27",,,"0.83","0.0",,,"69","60","60",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-28",,,"0.03","0.0",,,"71","57","57",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-29",,,"0.00","0.0",,,"70","56","58",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-30",,,"0.00","0.0",,,"72","56","56",,,,,,,,
"USC00214884","LOWER ST. ANTHONY FALLS, MN US","2019-08-31",,,"0.00","0.0",,,"69","56","61",,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-01",,,"0.00",,,,"84","63",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-02",,,"0.00",,,,"84","66",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-03",,,"0.00",,,,"87","69",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-04",,,"0.00",,,,"87","67",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-05",,,"0.80",,,,"87","69",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-06",,,"0.00",,,,"85","63",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-07",,,"0.00",,,,"86","65",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-08",,,"0.00",,,,"78","59",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-09",,,"0.00",,,,"79","55",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-10",,,"0.53",,,,"72","65",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-11",,,"0.00",,,,"77","66",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-12",,,"0.00",,,,"80","64",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-13",,,"0.60",,,,"82","62",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-14",,,"0.00",,,,"78","63",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-15",,,"0.04",,,,"79","59",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-16",,,"0.58",,,,"80","62",,"    1",,"    1",,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-17",,,"0.14",,,,"82","61",,"    1",,"    1",,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-18",,,"2.00",,,,"75","58",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-19",,,"0.00",,,,"80","54",,"    1",,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-20",,,"0.83",,,,"82","64",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-21",,,"0.00",,,,"77","59",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-22",,,"0.00",,,,"74","58",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-23",,,"0.00",,,,"77","55",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-24",,,"0.00",,,,"75","61",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-25",,,"0.03",,,,"75","61",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-26",,,"0.85",,,,"71","61",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-27",,,"0.01",,,,"72","56",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-28",,,"0.14",,,,"72","54",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-29",,,"0.00",,,,"75","55",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-30",,,"0.00",,,,"74","50",,,,,,,,,
"USW00094963","MINNEAPOLIS FLYING CLOUD AIRPORT, MN US","2019-08-31",,,"0.00",,,,"71","57",,,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-01",,,"0.00","0.0","0.0",,"82","59","67",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-02",,,"0.00","0.0","0.0",,"82","63","66",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-03",,,"0.00","0.0","0.0",,"85","66","69",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-04",,,"0.00","0.0","0.0",,"85","63","70",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-05",,,"0.98","0.0","0.0",,"84","67","68",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-06",,,"0.00","0.0","0.0",,"83","61","68",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-07",,,"0.00","0.0","0.0",,"83","64","65",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-08",,,"0.00","0.0","0.0",,"76","55","57",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-09",,,"0.00","0.0","0.0",,"77","53","66",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-10",,,"0.67","0.0","0.0",,"70","63","64",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-11",,,"0.00","0.0","0.0",,"77","64","64",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-12",,,"0.00","0.0","0.0",,"77","62","71",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-13",,,"0.31","0.0","0.0",,"79","60","65",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-14",,,"0.00","0.0","0.0",,"76","59","59",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-15",,,"0.03","0.0","0.0",,"77","55","64",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-16",,,"0.36","0.0","0.0",,"78","61","64",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-17",,,"0.48","0.0","0.0",,"80","59","63",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-18",,,"1.96","0.0","0.0",,"72","54","55",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-19",,,"0.00","0.0","0.0",,"78","52","66",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-20",,,"0.67","0.0","0.0",,"80","62","67",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-21",,,"0.00","0.0","0.0",,"75","58","62",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-22",,,"0.00","0.0","0.0",,"72","54","57",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-23",,,"0.00","0.0","0.0",,"75","54","63",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-24",,,"0.00","0.0","0.0",,"73","59","64",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-25",,,"0.05","0.0","0.0",,"72","60","63",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-26",,,"0.87","0.0","0.0",,"71","61","61",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-27",,,"0.05","0.0","0.0",,"70","56","58",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-28",,,"0.05","0.0","0.0",,"70","54","56",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-29",,,"0.00","0.0","0.0",,"71","54","57",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-30",,,"0.00","0.0","0.0",,"71","50","55",,,,,,,,
"USC00211448","CHANHASSEN WSFO, MN US","2019-08-31",,,"0.00","0.0","0.0",,"70","54","59",,,,,,,,
